pagina,testo
148,"SETTIMANA SANTA

Forma breve:
La passione del Signore.

Passione di nostro Signore Gesù Cristo
secondo Marco
15, 1-39

AVolete che io rimetta in libertà per voi il re dei Giudei?


l mattino, i capi dei sacerdoti, con gli anziani,
gli scribi e tutto il sinedrio, dopo aver tenuto
consiglio, misero in catene Gesù, lo portarono
via e lo consegnarono a Pilato. Pilato gli domandò: «Tu sei il re dei Giudei?». Ed egli rispose: «Tu lo dici». I capi dei sacerdoti lo accusavano di molte cose. Pilato lo interrogò di nuovo dicendo:
«Non rispondi nulla? Vedi di quante cose ti accusano!». Ma
Gesù non rispose più nulla, tanto che Pilato rimase stupito.
A ogni festa, egli era solito rimettere in libertà per loro un
carcerato, a loro richiesta. Un tale, chiamato Barabba, si trovava in carcere insieme ai ribelli che nella rivolta avevano
commesso un omicidio. La folla, che si era radunata, cominciò a chiedere ciò che egli era solito concedere. Pilato rispose
loro: «Volete che io rimetta in libertà per voi il re dei Giudei?». Sapeva infatti che i capi dei sacerdoti glielo avevano
consegnato per invidia. Ma i capi dei sacerdoti incitarono la
folla perché, piuttosto, egli rimettesse in libertà per loro Barabba. Pilato disse loro di nuovo: «Che cosa volete dunque
che io faccia di quello che voi chiamate il re dei Giudei?». Ed
essi di nuovo gridarono: «Crocifiggilo!». Pilato diceva loro:
«Che male ha fatto?». Ma essi gridarono più forte: «Crocifig-
"
149,"DOMENICA DELLE PALME: PASSIONE DEL SIGNORE

gilo!». Pilato, volendo dare soddisfazione alla folla, rimise in
libertà per loro Barabba e, dopo aver fatto flagellare Gesù, lo
consegnò perché fosse crocifisso.
Intrecciarono una corona di spine e gliela misero attorno al capo

Allora i soldati lo condussero dentro il cortile, cioè nel pretorio, e convocarono tutta la truppa. Lo vestirono di porpora, intrecciarono una corona di spine e gliela misero attorno al capo. Poi presero a salutarlo: «Salve, re dei Giudei!». E gli percuotevano il capo con una canna, gli sputavano addosso e, piegando le ginocchia, si prostravano davanti a lui. Dopo essersi
fatti beffe di lui, lo spogliarono della porpora e gli fecero indossare le sue vesti, poi lo condussero fuori per crocifiggerlo.
Condussero Gesù al luogo del Gòlgota

Costrinsero a portare la sua croce un tale che passava, un certo Simone di Cirene, che veniva dalla campagna, padre di
Alessandro e di Rufo. Condussero Gesù al luogo del Gòlgota,
che significa «Luogo del cranio», e gli davano vino mescolato
con mirra, ma egli non ne prese.
Con lui crocifissero anche due ladroni

Poi lo crocifissero e si divisero le sue vesti, tirando a sorte su
di esse ciò che ognuno avrebbe preso. Erano le nove del mattino quando lo crocifissero. La scritta con il motivo della sua
condanna diceva: «Il re dei Giudei». Con lui crocifissero anche due ladroni, uno a destra e uno alla sua sinistra.
Ha salvato altri e non può salvare se stesso!

Quelli che passavano di là lo insultavano, scuotendo il capo e
dicendo: «Ehi, tu che distruggi il tempio e lo ricostruisci in
"
150,"SETTIMANA SANTA

tre giorni, salva te stesso scendendo dalla croce!». Così anche
i capi dei sacerdoti, con gli scribi, fra loro si facevano beffe
di lui e dicevano: «Ha salvato altri e non può salvare se stesso! Il Cristo, il re d’Israele, scenda ora dalla croce, perché vediamo e crediamo!». E anche quelli che erano stati crocifissi
con lui lo insultavano.
Gesù, dando un forte grido, spirò

Quando fu mezzogiorno, si fece buio su tutta la terra fino alle
tre del pomeriggio. Alle tre, Gesù gridò a gran voce: «Eloì,
Eloì, lemà sabactàni?», che significa: «Dio mio, Dio mio, perché mi hai abbandonato?». Udendo questo, alcuni dei presenti dicevano: «Ecco, chiama Elia!». Uno corse a inzuppare di
aceto una spugna, la fissò su una canna e gli dava da bere,
dicendo: «Aspettate, vediamo se viene Elia a farlo scendere».
Ma Gesù, dando un forte grido, spirò.
Qui ci si genuflette e si fa una breve pausa.

Il velo del tempio si squarciò in due, da cima a fondo. Il centurione, che si trovava di fronte a lui, avendolo visto spirare
in quel modo, disse: «Davvero quest’uomo era Figlio di Dio!».
Parola del Signore.
"
151,"GIOVEDÌ
DELLA SETTIMANA SANTA
Alla Messa del Crisma

PRIMA LETTURA

Il Signore mi ha consacrato con l’unzione;
mi ha mandato a portare il lieto annuncio ai miseri
e a dare loro un olio di letizia.

Dal libro del profeta Isaìa
61, 1-3a.6a.8b-9

Lo spirito del Signore Dio è su di me,

perché il Signore mi ha consacrato con l’unzione;
mi ha mandato a portare il lieto annuncio ai miseri,
a fasciare le piaghe dei cuori spezzati,
a proclamare la libertà degli schiavi,
la scarcerazione dei prigionieri,
a promulgare l’anno di grazia del Signore,
il giorno di vendetta del nostro Dio,
per consolare tutti gli afflitti,
per dare agli afflitti di Sion
una corona invece della cenere,
olio di letizia invece dell’abito da lutto,
veste di lode invece di uno spirito mesto.
Voi sarete chiamati sacerdoti del Signore,
ministri del nostro Dio sarete detti.
Io darò loro fedelmente il salario,
concluderò con loro un’alleanza eterna.
Sarà famosa tra le genti la loro stirpe,
"
152,"SETTIMANA SANTA

la loro discendenza in mezzo ai popoli.
Coloro che li vedranno riconosceranno
che essi sono la stirpe benedetta dal Signore.
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 88 (89)

Canterò per sempre l’amore del Signore.
Ho trovato Davide, mio servo,
con il mio santo olio l’ho consacrato;
la mia mano è il suo sostegno,
il mio braccio è la sua forza.
e nel mio nome s’innalzerà la sua fronte.
Egli mi invocherà: «Tu sei mio padre,
mio Dio e roccia della mia salvezza».
"
153,"GIOVEDÌ – MESSA DEL CRISMA

SECONDA LETTURA

Cristo ha fatto di noi un regno,
sacerdoti per il suo Dio e Padre.

Dal libro dell’Apocalisse di san Giovanni apostolo
1, 5-8

Grazia a voi e pace da Gesù Cristo, il testimone fedele,

il primogenito dei morti e il sovrano dei re della terra.

A Colui che ci ama e ci ha liberati dai nostri peccati
con il suo sangue, che ha fatto di noi un regno, sacerdoti per
il suo Dio e Padre, a lui la gloria e la potenza nei secoli dei
secoli. Amen.
Ecco, viene con le nubi e ogni occhio lo vedrà,
anche quelli che lo trafissero,
e per lui tutte le tribù della terra
si batteranno il petto.
Sì, Amen!
Dice il Signore Dio: io sono l’Alfa e l’Omèga, Colui che è, che
era e che viene, l’Onnipotente!
Parola di Dio.
"
154,"SETTIMANA SANTA

CANTO AL VANGELO
Is 61, 1 (cit. in Lc 4, 18)

Gloria e lode a te, Cristo Signore!
Lo Spirito del Signore è sopra di me:
mi ha mandato a portare ai poveri il lieto annuncio.
Gloria e lode a te, Cristo Signore!

VANGELO
Lo Spirito del Signore è sopra di me;
per questo mi ha consacrato con l’unzione.

Dal Vangelo secondo Luca
4, 16-21

In quel tempo, Gesù venne a Nàzaret, dove era

cresciuto, e secondo il suo solito, di sabato,
entrò nella sinagoga e si alzò a leggere. Gli fu
dato il rotolo del profeta Isaìa; aprì il rotolo e
trovò il passo dove era scritto:

«Lo Spirito del Signore è sopra di me;
per questo mi ha consacrato con l’unzione
e mi ha mandato a portare ai poveri il lieto annuncio,
a proclamare ai prigionieri la liberazione
e ai ciechi la vista;
"
155,"GIOVEDÌ – MESSA DEL CRISMA

a rimettere in libertà gli oppressi
e proclamare l’anno di grazia del Signore».
Riavvolse il rotolo, lo riconsegnò all’inserviente e sedette.
Nella sinagoga, gli occhi di tutti erano fissi su di lui. Allora
cominciò a dire loro: «Oggi si è compiuta questa Scrittura che
voi avete ascoltato».
Parola del Signore.
"
156,
157,"TRIDUO
PASQUALE"
158,
159,
160,
161,"GIOVEDÌ
SANTO
Alla Messa vespertina
«Cena del Signore»

PRIMA LETTURA

Prescrizioni per la cena pasquale.

Dal libro dell’Èsodo
12, 1-8.11-14

In quei giorni, il Signore disse a Mosè e ad Aronne in

terra d’Egitto:

«Questo mese sarà per voi l’inizio dei mesi, sarà per
voi il primo mese dell’anno. Parlate a tutta la comunità d’Israele e dite: “Il dieci di questo mese ciascuno si procuri un agnello per famiglia, un agnello per casa. Se la famiglia fosse troppo
piccola per un agnello, si unirà al vicino, il più prossimo alla
sua casa, secondo il numero delle persone; calcolerete come
dovrà essere l’agnello secondo quanto ciascuno può mangiarne.
Il vostro agnello sia senza difetto, maschio, nato nell’anno;
potrete sceglierlo tra le pecore o tra le capre e lo conserverete fino al quattordici di questo mese: allora tutta l’assemblea
della comunità d’Israele lo immolerà al tramonto. Preso un
po’ del suo sangue, lo porranno sui due stipiti e sull’architrave delle case nelle quali lo mangeranno. In quella notte ne
àzzimi e con erbe amare. Ecco in qual modo lo mangerete: con
i fianchi cinti, i sandali ai piedi, il bastone in mano; lo mangerete in fretta. È la Pasqua del Signore!"
162,"TRIDUO PASQUALE

In quella notte io passerò per la terra d’Egitto e colpirò ogni
primogenito nella terra d’Egitto, uomo o animale; così farò
giustizia di tutti gli dèi dell’Egitto. Io sono il Signore! Il sangue sulle case dove vi troverete servirà da segno in vostro favore: io vedrò il sangue e passerò oltre; non vi sarà tra voi
flagello di sterminio quando io colpirò la terra d’Egitto. Questo giorno sarà per voi un memoriale; lo celebrerete come festa del Signore: di generazione in generazione lo celebrerete
come un rito perenne”».
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 115 (116)

Il tuo calice, Signore, è dono di salvezza.
Che cosa renderò al Signore,
per tutti i benefici che mi ha fatto?
Alzerò il calice della salvezza
e invocherò il nome del Signore.
Agli occhi del Signore è preziosa
la morte dei suoi fedeli.
Io sono tuo servo, figlio della tua schiava:
tu hai spezzato le mie catene.
A te offrirò un sacrificio di ringraziamento
e invocherò il nome del Signore.
Adempirò i miei voti al Signore
davanti a tutto il suo popolo.
"
163,"GIOVEDÌ SANTO – MESSA VESPERTINA «CENA DEL SIGNORE»

SECONDA LETTURA

Ogni volta che mangiate questo pane e bevete al calice,
voi annunciate la morte del Signore.

Dalla prima lettera di san Paolo apostolo ai Corìnzi
11, 23-26

Fratelli, io ho ricevuto dal Signore quello che a mia

volta vi ho trasmesso: il Signore Gesù, nella notte in
cui veniva tradito, prese del pane e, dopo aver reso
grazie, lo spezzò e disse: «Questo è il mio corpo, che è per
voi; fate questo in memoria di me».
Allo stesso modo, dopo aver cenato, prese anche il calice, dicendo: «Questo calice è la Nuova Alleanza nel mio sangue; fate questo, ogni volta che ne bevete, in memoria di me».
Ogni volta infatti che mangiate questo pane e bevete al calice, voi annunciate la morte del Signore, finché egli venga.
Parola di Dio.

CANTO AL VANGELO
Cf. Gv 13,34

Gloria e lode e onore a te, Cristo Signore!
Vi do un comandamento nuovo, dice il Signore:
come io ho amato voi, così amatevi anche voi gli uni gli altri.
Gloria e lode e onore a te, Cristo Signore!"
164,"TRIDUO PASQUALE

VANGELO

Li amò sino alla fine.

Dal Vangelo secondo Giovanni
13, 1-15

Prima della festa di Pasqua, Gesù, sapendo che

era venuta la sua ora di passare da questo mondo al Padre, avendo amato i suoi che erano nel
mondo, li amò sino alla fine.

Durante la cena, quando il diavolo aveva già
messo in cuore a Giuda, figlio di Simone Iscariota, di tradirlo, Gesù, sapendo che il Padre gli aveva dato tutto nelle mani e che era venuto da Dio e a Dio ritornava, si alzò da tavola, depose le vesti, prese un asciugamano e se lo cinse attorno alla vita. Poi versò dell’acqua nel catino e cominciò a lavare i piedi dei discepoli e ad asciugarli con l’asciugamano
di cui si era cinto.
Venne dunque da Simon Pietro e questi gli disse: «Signore, tu
lavi i piedi a me?». Rispose Gesù: «Quello che io faccio, tu
ora non lo capisci; lo capirai dopo». Gli disse Pietro: «Tu non
mi laverai i piedi in eterno!». Gli rispose Gesù: «Se non ti laverò, non avrai parte con me». Gli disse Simon Pietro: «Signore, non solo i miei piedi, ma anche le mani e il capo!».
Soggiunse Gesù: «Chi ha fatto il bagno, non ha bisogno di lavarsi se non i piedi ed è tutto puro; e voi siete puri, ma non
tutti». Sapeva infatti chi lo tradiva; per questo disse: «Non
tutti siete puri».
"
165,"GIOVEDÌ SANTO – MESSA VESPERTINA «CENA DEL SIGNORE»

Quando ebbe lavato loro i piedi, riprese le sue vesti, sedette
di nuovo e disse loro: «Capite quello che ho fatto per voi? Voi
mi chiamate il Maestro e il Signore, e dite bene, perché lo sono. Se dunque io, il Signore e il Maestro, ho lavato i piedi a
voi, anche voi dovete lavare i piedi gli uni agli altri. Vi ho dato un esempio, infatti, perché anche voi facciate come io ho
fatto a voi».
Parola del Signore.
"
166,"VENERDÌ SANTO
«PASSIONE DEL SIGNORE»
PRIMA LETTURA

Egli è stato trafitto per le nostre colpe.
(Quarto canto del Servo del Signore)

Dal libro del profeta Isaìa
52, 13 – 53, 12

Ecco, il mio servo avrà successo,

sarà onorato, esaltato e innalzato grandemente.
Come molti si stupirono di lui
– tanto era sfigurato per essere d’uomo il suo aspetto
e diversa la sua forma da quella dei figli dell’uomo –,
così si meraviglieranno di lui molte nazioni;
i re davanti a lui si chiuderanno la bocca,
poiché vedranno un fatto mai a essi raccontato
Chi avrebbe creduto al nostro annuncio?
A chi sarebbe stato manifestato il braccio del Signore?
È cresciuto come un virgulto davanti a lui
e come una radice in terra arida.
Non ha apparenza né bellezza
per attirare i nostri sguardi,
non splendore per poterci piacere.
Disprezzato e reietto dagli uomini,
uomo dei dolori che ben conosce il patire,
come uno davanti al quale ci si copre la faccia;
era disprezzato e non ne avevamo alcuna stima.
"
167,"VENERDÌ SANTO – «PASSIONE DEL SIGNORE»

Eppure egli si è caricato delle nostre sofferenze,
si è addossato i nostri dolori;
e noi lo giudicavamo castigato,
percosso da Dio e umiliato.
Egli è stato trafitto per le nostre colpe,
schiacciato per le nostre iniquità.
Il castigo che ci dà salvezza si è abbattuto su di lui;
per le sue piaghe noi siamo stati guariti.
Noi tutti eravamo sperduti come un gregge,
ognuno di noi seguiva la sua strada;
il Signore fece ricadere su di lui
l’iniquità di noi tutti.
Maltrattato, si lasciò umiliare
e non aprì la sua bocca;
era come agnello condotto al macello,
come pecora muta di fronte ai suoi tosatori,
e non aprì la sua bocca.
Con oppressione e ingiusta sentenza fu tolto di mezzo;
chi si affligge per la sua posterità?
Sì, fu eliminato dalla terra dei viventi,
per la colpa del mio popolo fu percosso a morte.
Gli si diede sepoltura con gli empi,
con il ricco fu il suo tumulo,
sebbene non avesse commesso violenza
né vi fosse inganno nella sua bocca.
Ma al Signore è piaciuto prostrarlo con dolori.
Quando offrirà se stesso in sacrificio di riparazione,
vedrà una discendenza, vivrà a lungo,
si compirà per mezzo suo la volontà del Signore.
"
168,"TRIDUO PASQUALE

Dopo il suo intimo tormento vedrà la luce
e si sazierà della sua conoscenza;
il giusto mio servo giustificherà molti,
egli si addosserà le loro iniquità.
Perciò io gli darò in premio le moltitudini,
dei potenti egli farà bottino,
perché ha spogliato se stesso fino alla morte
ed è stato annoverato fra gli empi,
mentre egli portava il peccato di molti
e intercedeva per i colpevoli.
Parola di Dio.
"
169,"VENERDÌ SANTO – «PASSIONE DEL SIGNORE»

SALMO RESPONSORIALE
Dal Salmo 30 (31)

Padre, nelle tue mani consegno il mio spirito.
In te, Signore, mi sono rifugiato,
mai sarò deluso;
difendimi per la tua giustizia.
Alle tue mani affido il mio spirito;
tu mi hai riscattato, Signore, Dio fedele.
Sono il rifiuto dei miei nemici
e persino dei miei vicini,
il terrore dei miei conoscenti;
chi mi vede per strada mi sfugge.
Sono come un morto, lontano dal cuore;
sono come un coccio da gettare.
Ma io confido in te, Signore;
dico: «Tu sei il mio Dio,
i miei giorni sono nelle tue mani».
Liberami dalla mano dei miei nemici
e dai miei persecutori.
Sul tuo servo fa’ splendere il tuo volto,
salvami per la tua misericordia.
Siate forti, rendete saldo il vostro cuore,
voi tutti che sperate nel Signore.
"
