testo,pagina
"Dell’amore del Signore è piena la terra. Retta è la parola del Signore e fedele ogni sua opera. Egli ama la giustizia e il diritto; dell’amore del Signore è piena la terra. Dalla parola del Signore furono fatti i cieli, dal soffio della sua bocca ogni loro schiera. Come in un otre raccoglie le acque del mare, chiude in riserve gli abissi. Beata la nazione che ha il Signore come Dio, il popolo che egli ha scelto come sua eredità. Il Signore guarda dal cielo: egli vede tutti gli uomini. L’anima nostra attende il Signore: egli è nostro aiuto e nostro scudo. Su di noi sia il tuo amore, Signore, come da te noi speriamo. Oppure: Dal Salmo 32 (33)",183
"SECONDA LETTURA Il sacrificio di Abramo, nostro padre nella fede. Dal libro della Gènesi 22, 1-8 n quei giorni, Dio mise alla prova Abramo e gli disse: «Abramo!». Rispose: «Eccomi!». Riprese: «Prendi tuo figlio, il tuo unigenito che ami, Isacco, va’ nel territorio di Mòria e offrilo in olocausto su di un monte che io ti indicherò». Abramo si alzò di buon mattino, sellò l’asino, prese con sé due servi e il figlio Isacco, spaccò la legna per l’olocausto e si mise in viaggio verso il luogo che Dio gli aveva indicato. Il terzo giorno Abramo alzò gli occhi e da lontano vide quel luogo. Allora Abramo disse ai suoi servi: «Fermatevi qui con l’asino; io e il ragazzo andremo fin lassù, ci prostreremo e poi ritorneremo da voi». Abramo prese la legna dell’olocausto e la caricò sul figlio Isacco, prese in mano il fuoco e il coltello, poi proseguirono tutti e due insieme. Isacco si rivolse al padre Abramo e disse: «Padre mio!». Rispose: «Eccomi, figlio mio». Riprese: «Ecco qui il fuoco e la legna, ma dov’è l’agnello per l’olocausto?». Abramo rispose: «Dio stesso si provvederà l’agnello per l’olocausto, figlio mio!». Proseguirono tutti e due insieme. Così arrivarono al luogo che Dio gli aveva indicato; qui Abramo costruì l’altare, collocò la legna, legò suo figlio Isacco e lo depose sull’altare, sopra la legna. Poi Abramo stese la mano e prese il coltello per immolare suo figlio. I",184
"Ma l’angelo del Signore lo chiamò dal cielo e gli disse: «Abramo, Abramo!». Rispose: «Eccomi!». L’angelo disse: «Non stendere la mano contro il ragazzo e non fargli niente! Ora so che tu temi Dio e non mi hai rifiutato tuo figlio, il tuo unigenito». Allora Abramo alzò gli occhi e vide un ariete, impigliato con le corna in un cespuglio. Abramo andò a prendere l’ariete e lo offrì in olocausto invece del figlio. Abramo chiamò quel luogo «Il Signore vede»; perciò oggi si dice: «Sul monte il Signore si fa vedere». L’angelo del Signore chiamò dal cielo Abramo per la seconda volta e disse: «Giuro per me stesso, oracolo del Signore: perché tu hai fatto questo e non hai risparmiato tuo figlio, il tuo unigenito, io ti colmerò di benedizioni e renderò molto numerosa la tua discendenza, come le stelle del cielo e come la sabbia che è sul lido del mare; la tua discendenza si impadronirà delle città dei nemici. Si diranno benedette nella tua discendenza tutte le nazioni della terra, perché tu hai obbedito alla mia voce». Parola di Dio.",185
"In quei giorni, Dio mise alla prova Abramo e gli disse: «Abramo!». Rispose: «Eccomi!». Riprese: «Prendi tuo figlio, il tuo unigenito che ami, Isacco, va’ nel territorio di Mòria e offrilo in olocausto su di un monte che io ti indicherò». Così arrivarono al luogo che Dio gli aveva indicato; qui Abramo costruì l’altare, collocò la legna. Poi Abramo stese la mano e prese il coltello per immolare suo figlio. Ma l’angelo del Signore lo chiamò dal cielo e gli disse: «Abramo, Abramo!». Rispose: «Eccomi!». L’angelo disse: «Non stendere la mano contro il ragazzo e non fargli niente! Ora so che tu temi Dio e non mi hai rifiutato tuo figlio, il tuo unigenito». Allora Abramo alzò gli occhi e vide un ariete, impigliato con le corna in un cespuglio. Abramo andò a prendere l’ariete e lo offrì in olocausto invece del figlio. L’angelo del Signore chiamò dal cielo Abramo per la seconda volta e disse: «Giuro per me stesso, oracolo del Signore: perché tu hai fatto questo e non hai risparmiato tuo figlio, il tuo unigenito, io ti colmerò di benedizioni e renderò molto numerosa la tua discendenza, come le stelle del cielo e come la sabbia che è sul lido del mare; la tua discendenza si impadronirà delle città dei nemici. Si diranno benedette nella tua diForma breve: Il sacrificio di Abramo, nostro padre nella fede. Dal libro della Gènesi 22, 1-2.9a.10-13.15-18",186
"Proteggimi, o Dio: in te mi rifugio. Il Signore è mia parte di eredità e mio calice: nelle tue mani è la mia vita. Io pongo sempre davanti a me il Signore, sta alla mia destra, non potrò vacillare. Per questo gioisce il mio cuore ed esulta la mia anima; anche il mio corpo riposa al sicuro, perché non abbandonerai la mia vita negli inferi, né lascerai che il tuo fedele veda la fossa. Mi indicherai il sentiero della vita, gioia piena alla tua presenza, dolcezza senza fine alla tua destra. SALMO RESPONSORIALE Dal Salmo 15 (16) scendenza tutte le nazioni della terra, perché tu hai obbedito alla mia voce». Parola di Dio.",187
"In quei giorni, il Signore disse a Mosè: «Perché gridi verso di me? Ordina agli Israeliti di riprendere il cammino. Tu intanto alza il bastone, stendi la mano sul mare e dividilo, perché gli Israeliti entrino nel mare all’asciutto. Ecco, io rendo ostinato il cuore degli Egiziani, così che entrino dietro di loro e io dimostri la mia gloria sul faraone e tutto il suo esercito, sui suoi carri e sui suoi cavalieri. Gli Egiziani sapranno che io sono il Signore, quando dimostrerò la mia gloria contro il faraone, i suoi carri e i suoi cavalieri». L’angelo di Dio, che precedeva l’accampamento d’Israele, cambiò posto e passò indietro. Anche la colonna di nube si mosse e dal davanti passò dietro. Andò a porsi tra l’accampamento degli Egiziani e quello d’Israele. La nube era tenebrosa per gli uni, mentre per gli altri illuminava la notte; così gli uni non poterono avvicinarsi agli altri durante tutta la notte. Allora Mosè stese la mano sul mare. E il Signore durante tutta la notte risospinse il mare con un forte vento d’oriente, rendendolo asciutto; le acque si divisero. Gli Israeliti entrarono nel mare sull’asciutto, mentre le acque erano per loro un muro a destra e a sinistra. Gli Egiziani li inseguirono, e tutti i cavalli del faraone, i suoi carri e i suoi cavalieri entrarono dietro di loro in mezzo al mare. TERZA LETTURA Gli Israeliti camminarono all’asciutto in mezzo al mare. Dal libro dell’Èsodo 14, 15 – 15, 1",188
"Ma alla veglia del mattino il Signore, dalla colonna di fuoco e di nube, gettò uno sguardo sul campo degli Egiziani e lo mise in rotta. Frenò le ruote dei loro carri, così che a stento riuscivano a spingerle. Allora gli Egiziani dissero: «Fuggiamo di fronte a Israele, perché il Signore combatte per loro contro gli Egiziani!». Il Signore disse a Mosè: «Stendi la mano sul mare: le acque si riversino sugli Egiziani, sui loro carri e i loro cavalieri». Mosè stese la mano sul mare e il mare, sul far del mattino, tornò al suo livello consueto, mentre gli Egiziani, fuggendo, gli si dirigevano contro. Il Signore li travolse così in mezzo al mare. Le acque ritornarono e sommersero i carri e i cavalieri di tutto l’esercito del faraone, che erano entrati nel mare dietro a Israele: non ne scampò neppure uno. Invece gli Israeliti avevano camminato sull’asciutto in mezzo al mare, mentre le acque erano per loro un muro a destra e a sinistra. In quel giorno il Signore salvò Israele dalla mano degli Egiziani, e Israele vide gli Egiziani morti sulla riva del mare; Israele vide la mano potente con la quale il Signore aveva agito contro l’Egitto, e il popolo temette il Signore e credette in lui e in Mosè suo servo. Allora Mosè e gli Israeliti cantarono questo canto al Signore e dissero:",189
"Cantiamo al Signore: stupenda è la sua vittoria. «Voglio cantare al Signore, perché ha mirabilmente trionfato: cavallo e cavaliere ha gettato nel mare. Mia forza e mio canto è il Signore, egli è stato la mia salvezza. È il mio Dio: lo voglio lodare, il Dio di mio padre: lo voglio esaltare! Il Signore è un guerriero, Signore è il suo nome. I carri del faraone e il suo esercito li ha scagliati nel mare; i suoi combattenti scelti furono sommersi nel Mar Rosso. Gli abissi li ricoprirono, sprofondarono come pietra. La tua destra, Signore, è gloriosa per la potenza, la tua destra, Signore, annienta il nemico. Tu lo fai entrare e lo pianti sul monte della tua eredità, luogo che per tua dimora, Signore, hai preparato, santuario che le tue mani, SALMO RESPONSORIALE Da Es 15, 1-18",190
"Signore, hanno fondato. Il Signore regni in eterno e per sempre!». Tuo sposo è il tuo creatore, Signore degli eserciti è il suo nome; tuo redentore è il Santo d’Israele, è chiamato Dio di tutta la terra. Come una donna abbandonata e con l’animo afflitto, ti ha richiamata il Signore. Viene forse ripudiata la donna sposata in gioventù? – dice il tuo Dio. Per un breve istante ti ho abbandonata, ma ti raccoglierò con immenso amore. In un impeto di collera ti ho nascosto per un poco il mio volto; ma con affetto perenne ho avuto pietà di te, dice il tuo redentore, il Signore. Ora è per me come ai giorni di Noè, quando giurai che non avrei più riversato le acque di Noè sulla terra; così ora giuro di non più adirarmi con te QUARTA LETTURA Con affetto perenne il Signore, tuo redentore, ha avuto pietà di te. Dal libro del profeta Isaìa 54, 5-14",191
"e di non più minacciarti. Anche se i monti si spostassero e i colli vacillassero, non si allontanerebbe da te il mio affetto, né vacillerebbe la mia alleanza di pace, dice il Signore che ti usa misericordia. Afflitta, percossa dal turbine, sconsolata, ecco io pongo sullo stibio le tue pietre e sugli zaffìri pongo le tue fondamenta. Farò di rubini la tua merlatura, le tue porte saranno di berilli, tutta la tua cinta sarà di pietre preziose. Tutti i tuoi figli saranno discepoli del Signore, grande sarà la prosperità dei tuoi figli; sarai fondata sulla giustizia. Tieniti lontana dall’oppressione, perché non dovrai temere, dallo spavento, perché non ti si accosterà. Parola di Dio.",192
"Ti esalterò, Signore, perché mi hai risollevato. Ti esalterò, Signore, perché mi hai risollevato, non hai permesso ai miei nemici di gioire su di me. Signore, hai fatto risalire la mia vita dagli inferi, mi hai fatto rivivere perché non scendessi nella fossa. Cantate inni al Signore, o suoi fedeli, della sua santità celebrate il ricordo, perché la sua collera dura un istante, la sua bontà per tutta la vita. Alla sera ospite è il pianto e al mattino la gioia. Ascolta, Signore, abbi pietà di me, Signore, vieni in mio aiuto! Hai mutato il mio lamento in danza; Signore, mio Dio, ti renderò grazie per sempre. SALMO RESPONSORIALE Dal Salmo 29 (30)",193
"Così dice il Signore: «O voi tutti assetati, venite all’acqua, voi che non avete denaro, venite; comprate e mangiate; venite, comprate senza denaro, senza pagare, vino e latte. Perché spendete denaro per ciò che non è pane, il vostro guadagno per ciò che non sazia? Su, ascoltatemi e mangerete cose buone e gusterete cibi succulenti. Porgete l’orecchio e venite a me, ascoltate e vivrete. Io stabilirò per voi un’alleanza eterna, i favori assicurati a Davide. Ecco, l’ho costituito testimone fra i popoli, principe e sovrano sulle nazioni. Ecco, tu chiamerai gente che non conoscevi; accorreranno a te nazioni che non ti conoscevano a causa del Signore, tuo Dio, del Santo d’Israele, che ti onora. Cercate il Signore, mentre si fa trovare, invocàtelo, mentre è vicino. L’empio abbandoni la sua via e l’uomo iniquo i suoi pensieri; QUINTA LETTURA Venite a me e vivrete; stabilirò per voi un’alleanza eterna. Dal libro del profeta Isaìa 55, 1-11",194
"ritorni al Signore che avrà misericordia di lui e al nostro Dio che largamente perdona. Perché i miei pensieri non sono i vostri pensieri, le vostre vie non sono le mie vie. Oracolo del Signore. Quanto il cielo sovrasta la terra, tanto le mie vie sovrastano le vostre vie, i miei pensieri sovrastano i vostri pensieri. Come infatti la pioggia e la neve scendono dal cielo e non vi ritornano senza avere irrigato la terra, senza averla fecondata e fatta germogliare, perché dia il seme a chi semina e il pane a chi mangia, così sarà della mia parola uscita dalla mia bocca: non ritornerà a me senza effetto, senza aver operato ciò che desidero e senza aver compiuto ciò per cui l’ho mandata». Parola di Dio.",195
"Attingeremo con gioia alle sorgenti della salvezza. Ecco, Dio è la mia salvezza; io avrò fiducia, non avrò timore, perché mia forza e mio canto è il Signore; egli è stato la mia salvezza. Attingerete acqua con gioia alle sorgenti della salvezza. Rendete grazie al Signore e invocate il suo nome, proclamate fra i popoli le sue opere, fate ricordare che il suo nome è sublime. Cantate inni al Signore, perché ha fatto cose eccelse, le conosca tutta la terra. Canta ed esulta, tu che abiti in Sion, perché grande in mezzo a te è il Santo d’Israele. SALMO RESPONSORIALE Da Is 12, 2-6",196
"Ascolta, Israele, i comandamenti della vita, porgi l’orecchio per conoscere la prudenza. Perché, Israele? Perché ti trovi in terra nemica e sei diventato vecchio in terra straniera? Perché ti sei contaminato con i morti e sei nel numero di quelli che scendono negli inferi? Tu hai abbandonato la fonte della sapienza! Se tu avessi camminato nella via di Dio, avresti abitato per sempre nella pace. Impara dov’è la prudenza, dov’è la forza, dov’è l’intelligenza, per comprendere anche dov’è la longevità e la vita, dov’è la luce degli occhi e la pace. Ma chi ha scoperto la sua dimora, chi è penetrato nei suoi tesori? Ma colui che sa tutto, la conosce e l’ha scrutata con la sua intelligenza, colui che ha formato la terra per sempre e l’ha riempita di quadrupedi, colui che manda la luce ed essa corre, l’ha chiamata, ed essa gli ha obbedito con tremore. Le stelle hanno brillato nei loro posti di guardia e hanno gioito; egli le ha chiamate ed hanno risposto: «Eccoci!», e hanno brillato di gioia per colui che le ha create. SESTA LETTURA Cammina allo splendore della luce del Signore. Dal libro del profeta Baruc 3, 9-15.32 – 4, 4",197
