pagina,testo
293,"9-10-2007



V DOMENICA

me. Se avete conosciuto me, conoscerete anche il Padre mio:
fin da ora lo conoscete e lo avete veduto».
Gli disse Filippo: «Signore, mostraci il Padre e ci basta». Gli
rispose Gesù: «Da tanto tempo sono con voi e tu non mi hai
conosciuto, Filippo? Chi ha visto me, ha visto il Padre. Come
puoi tu dire: “Mostraci il Padre”? Non credi che io sono nel
Padre e il Padre è in me? Le parole che io vi dico, non le dico
da me stesso; ma il Padre, che rimane in me, compie le sue
opere.
Credete a me: io sono nel Padre e il Padre è in me. Se non altro, credetelo per le opere stesse.
In verità, in verità io vi dico: chi crede in me, anch’egli compirà le opere che io compio e ne compirà di più grandi di
queste, perché io vado al Padre».
Parola del Signore.
"
294,"9-10-2007



VI DOMENICA
DI PASQUA
PRIMA LETTURA

Imponevano loro le mani
e quelli ricevevano lo Spirito Santo.

Dagli Atti degli Apostoli
8, 5-8.14-17

In quei giorni, Filippo, sceso in una città della Samarìa, predicava loro il Cristo. E le folle, unanimi,

prestavano attenzione alle parole di Filippo, sentendolo parlare e vedendo i segni che egli compiva. Infatti da
molti indemoniati uscivano spiriti impuri, emettendo alte
grida, e molti paralitici e storpi furono guariti. E vi fu grande
gioia in quella città.
Frattanto gli apostoli, a Gerusalemme, seppero che la Samarìa
aveva accolto la parola di Dio e inviarono a loro Pietro e Giovanni. Essi scesero e pregarono per loro perché ricevessero lo
Spirito Santo; non era infatti ancora disceso sopra nessuno di
loro, ma erano stati soltanto battezzati nel nome del Signore
Gesù. Allora imponevano loro le mani e quelli ricevevano lo
Spirito Santo.
Parola di Dio.
"
295,"9-10-2007



VI DOMENICA

SALMO RESPONSORIALE
Dal Salmo 65 (66)

Acclamate Dio, voi tutti della terra.
Oppure:

Alleluia, alleluia, alleluia.
Acclamate Dio, voi tutti della terra,
cantate la gloria del suo nome,
dategli gloria con la lode.
Dite a Dio: «Terribili sono le tue opere!
A te si prostri tutta la terra,
a te canti inni, canti al tuo nome».
Venite e vedete le opere di Dio,
terribile nel suo agire sugli uomini.
Egli cambiò il mare in terraferma;
passarono a piedi il fiume:
per questo in lui esultiamo di gioia.
Con la sua forza domina in eterno.
Venite, ascoltate, voi tutti che temete Dio,
e narrerò quanto per me ha fatto.
Sia benedetto Dio,
che non ha respinto la mia preghiera,
non mi ha negato la sua misericordia.
"
296,"9-10-2007




SECONDA LETTURA

Messo a morte nel corpo,
ma reso vivo nello spirito.

Dalla prima lettera di san Pietro apostolo
3, 15-18

Carissimi, adorate il Signore, Cristo, nei vostri cuori,

pronti sempre a rispondere a chiunque vi domandi
ragione della speranza che è in voi.

Tuttavia questo sia fatto con dolcezza e rispetto, con una retta coscienza, perché, nel momento stesso in cui si parla male
di voi, rimangano svergognati quelli che malignano sulla vostra buona condotta in Cristo.
Se questa infatti è la volontà di Dio, è meglio soffrire operando il bene che facendo il male, perché anche Cristo è morto
una volta per sempre per i peccati, giusto per gli ingiusti, per
ricondurvi a Dio; messo a morte nel corpo, ma reso vivo nello
spirito.
Parola di Dio.

CANTO AL VANGELO
Gv 14, 23

Alleluia, alleluia.
Se uno mi ama, osserverà la mia parola, dice il Signore,
e il Padre mio lo amerà e noi verremo a lui.
Alleluia."
297,"9-10-2007



VI DOMENICA

VANGELO

Pregherò il Padre e vi darà un altro Paràclito.

Dal Vangelo secondo Giovanni
14, 15-21

In quel tempo, Gesù disse ai suoi discepoli: «Se

mi amate, osserverete i miei comandamenti; e
io pregherò il Padre ed egli vi darà un altro
Paràclito perché rimanga con voi per sempre, lo
Spirito della verità, che il mondo non può ricevere perché non lo vede e non lo conosce. Voi
lo conoscete perché egli rimane presso di voi e sarà in voi.
Non vi lascerò orfani: verrò da voi. Ancora un poco e il mondo
non mi vedrà più; voi invece mi vedrete, perché io vivo e voi
vivrete. In quel giorno voi saprete che io sono nel Padre mio
e voi in me e io in voi.
Chi accoglie i miei comandamenti e li osserva, questi è colui
che mi ama. Chi ama me sarà amato dal Padre mio e anch’io
lo amerò e mi manifesterò a lui».
Parola del Signore.

Quando l’Ascensione del Signore è celebrata la domenica seguente, nella VI
domenica di Pasqua si possono proclamare la seconda lettura e il Vangelo
assegnati alla VII domenica.
"
298,"9-10-2007



ASCENSIONE
DEL SIGNORE
PRIMA LETTURA

Fu elevato in alto sotto i loro occhi.

Dagli Atti degli Apostoli
1, 1-11

Nel primo racconto, o Teòfilo, ho trattato di tutto quello

che Gesù fece e insegnò dagli inizi fino al giorno in
cui fu assunto in cielo, dopo aver dato disposizioni
agli apostoli che si era scelti per mezzo dello Spirito Santo.
Egli si mostrò a essi vivo, dopo la sua passione, con molte
prove, durante quaranta giorni, apparendo loro e parlando
delle cose riguardanti il regno di Dio. Mentre si trovava a tavola con essi, ordinò loro di non allontanarsi da Gerusalemme,
ma di attendere l’adempimento della promessa del Padre,
«quella – disse – che voi avete udito da me: Giovanni battezzò con acqua, voi invece, tra non molti giorni, sarete battezzati in Spirito Santo».
Quelli dunque che erano con lui gli domandavano: «Signore, è
questo il tempo nel quale ricostituirai il regno per Israele?».
Ma egli rispose: «Non spetta a voi conoscere tempi o momenti
che il Padre ha riservato al suo potere, ma riceverete la forza
dallo Spirito Santo che scenderà su di voi, e di me sarete testimoni a Gerusalemme, in tutta la Giudea e la Samarìa e fino
ai confini della terra»."
299,
300,"9-10-2007



ASCENSIONE DEL SIGNORE

Detto questo, mentre lo guardavano, fu elevato in alto e una
nube lo sottrasse ai loro occhi. Essi stavano fissando il cielo
mentre egli se ne andava, quand’ecco due uomini in bianche
vesti si presentarono a loro e dissero: «Uomini di Galilea,
perché state a guardare il cielo? Questo Gesù, che di mezzo a
voi è stato assunto in cielo, verrà allo stesso modo in cui
l’avete visto andare in cielo».
Parola di Dio.
"
301,"9-10-2007




SALMO RESPONSORIALE
Dal Salmo 46 (47)

Ascende il Signore tra canti di gioia.
Oppure:

Alleluia, alleluia, alleluia.
Popoli tutti, battete le mani!
Acclamate Dio con grida di gioia,
perché terribile è il Signore, l’Altissimo,
grande re su tutta la terra.
Ascende Dio tra le acclamazioni,
il Signore al suono di tromba.
Cantate inni a Dio, cantate inni,
cantate inni al nostro re, cantate inni.
Perché Dio è re di tutta la terra,
cantate inni con arte.
Dio regna sulle genti,
Dio siede sul suo trono santo.
"
302,"9-10-2007



ASCENSIONE DEL SIGNORE

SECONDA LETTURA

Lo fece sedere alla sua destra nei cieli.

Dalla lettera di san Paolo apostolo agli Efesìni
1, 17-23

Fratelli, il Dio del Signore nostro Gesù Cristo, il Padre

della gloria, vi dia uno spirito di sapienza e di rivelazione per una profonda conoscenza di lui; illumini
gli occhi del vostro cuore per farvi comprendere a quale speranza vi ha chiamati, quale tesoro di gloria racchiude la sua
eredità fra i santi e qual è la straordinaria grandezza della
sua potenza verso di noi, che crediamo, secondo l’efficacia
della sua forza e del suo vigore.
Egli la manifestò in Cristo,
quando lo risuscitò dai morti
e lo fece sedere alla sua destra nei cieli,
al di sopra di ogni Principato e Potenza,
al di sopra di ogni Forza e Dominazione
e di ogni nome che viene nominato
non solo nel tempo presente ma anche in quello futuro.
Tutto infatti egli ha messo sotto i suoi piedi
e lo ha dato alla Chiesa come capo su tutte le cose:
essa è il corpo di lui,
la pienezza di colui che è il perfetto compimento di tutte le
cose.
Parola di Dio.
"
303,"9-10-2007




CANTO AL VANGELO
Mt 28, 19a.20b

Alleluia, alleluia.
Andate e fate discepoli tutti i popoli, dice il Signore.
Ecco, io sono con voi tutti i giorni,
fino alla fine del mondo.
Alleluia.
VANGELO
A me è stato dato ogni potere
in cielo e sulla terra.

Dal Vangelo secondo Matteo
28, 16-20

In quel tempo, gli undici discepoli andarono in

Galilea, sul monte che Gesù aveva loro indicato.

Quando lo videro, si prostrarono. Essi però dubitarono. Gesù si avvicinò e disse loro: «A me è
stato dato ogni potere in cielo e sulla terra.
Andate dunque e fate discepoli tutti i popoli, battezzandoli
nel nome del Padre e del Figlio e dello Spirito Santo, insegnando loro a osservare tutto ciò che vi ho comandato. Ed ecco,
io sono con voi tutti i giorni, fino alla fine del mondo».
Parola del Signore.
"
304,
305,"9-10-2007



VII DOMENICA
DI PASQUA
Nelle regioni in cui l’Ascensione si celebra il giovedì della VI settimana di
Pasqua.

PRIMA LETTURA
Erano perseveranti e concordi nella preghiera.

Dagli Atti degli Apostoli
1, 12-14

[

Dopo che Gesù fu assunto in cielo, gli apostoli] ritornarono a Gerusalemme dal monte detto degli Ulivi,

che è vicino a Gerusalemme quanto il cammino permesso in giorno di sabato.
Entrati in città, salirono nella stanza al piano superiore, dove
erano soliti riunirsi: vi erano Pietro e Giovanni, Giacomo e
Andrea, Filippo e Tommaso, Bartolomeo e Matteo, Giacomo
figlio di Alfeo, Simone lo Zelota e Giuda figlio di Giacomo.
Tutti questi erano perseveranti e concordi nella preghiera,
insieme ad alcune donne e a Maria, la madre di Gesù, e ai fratelli di lui.
Parola di Dio."
306,"9-10-2007




SALMO RESPONSORIALE
Dal Salmo 26 (27)

Contemplerò la bontà del Signore nella terra dei viventi.
Oppure:

Alleluia, alleluia, alleluia.
Il Signore è mia luce e mia salvezza:
di chi avrò timore?
Il Signore è difesa della mia vita:
di chi avrò paura?
Una cosa ho chiesto al Signore,
questa sola io cerco:
abitare nella casa del Signore
tutti i giorni della mia vita,
per contemplare la bellezza del Signore
e ammirare il suo santuario.
Ascolta, Signore, la mia voce.
Io grido: abbi pietà di me, rispondimi!
Il mio cuore ripete il tuo invito:
«Cercate il mio volto!».
"
307,"9-10-2007



VII DOMENICA

SECONDA LETTURA

Beati voi, se venite insultati per il nome di Cristo.

Dalla prima lettera di san Pietro apostolo
4, 13-16

Carissimi, nella misura in cui partecipate alle sofferenze di Cristo, rallegratevi perché anche nella rivelazione della sua gloria possiate rallegrarvi ed esul-


tare.

Beati voi, se venite insultati per il nome di Cristo, perché lo
Spirito della gloria, che è Spirito di Dio, riposa su di voi.
Nessuno di voi abbia a soffrire come omicida o ladro o malfattore o delatore. Ma se uno soffre come cristiano, non ne
arrossisca; per questo nome, anzi, dia gloria a Dio.
Parola di Dio.

CANTO AL VANGELO
Cf. Gv 14, 18; 16, 22

Alleluia, alleluia.
Non vi lascerò orfani, dice il Signore,
verrò da voi e il vostro cuore si rallegrerà.
Alleluia."
308,"9-10-2007




VANGELO

Padre, glorifica il Figlio tuo.

Dal Vangelo secondo Giovanni
17, 1-11a

In quel tempo, Gesù, alzàti gli occhi al cielo,

disse: «Padre, è venuta l’ora: glorifica il Figlio
tuo perché il Figlio glorifichi te. Tu gli hai dato
potere su ogni essere umano, perché egli dia la
vita eterna a tutti coloro che gli hai dato.

Questa è la vita eterna: che conoscano te, l’unico vero Dio, e
colui che hai mandato, Gesù Cristo. Io ti ho glorificato sulla
terra, compiendo l’opera che mi hai dato da fare. E ora, Padre,
glorificami davanti a te con quella gloria che io avevo presso
di te prima che il mondo fosse.
Ho manifestato il tuo nome agli uomini che mi hai dato dal
mondo. Erano tuoi e li hai dati a me, ed essi hanno osservato
vengono da te, perché le parole che hai dato a me io le ho date
Io prego per loro; non prego per il mondo, ma per coloro che
tu mi hai dato, perché sono tuoi. Tutte le cose mie sono tue,
e le tue sono mie, e io sono glorificato in loro. Io non sono
più nel mondo; essi invece sono nel mondo, e io vengo a te».
Parola del Signore.
"
309,
310,"9-10-2007



DOMENICA
DI PENTECOSTE
Alla Messa vespertina
nella vigilia
Queste letture vengono proclamate nella Messa che si celebra la sera del
sabato sia prima che dopo i Primi Vespri della domenica di Pentecoste.

PRIMA LETTURA
La si chiamò Babele, perché là il Signore
confuse la lingua di tutta la terra.

Dal libro della Gènesi
11, 1-9

Tutta la terra aveva un’unica lingua e uniche parole.

Emigrando dall’oriente, gli uomini capitarono in una
pianura nella regione di Sinar e vi si stabilirono.

Si dissero l’un l’altro: «Venite, facciamoci mattoni e cuociamoli al fuoco». Il mattone servì loro da pietra e il bitume da
malta. Poi dissero: «Venite, costruiamoci una città e una torre, la cui cima tocchi il cielo, e facciamoci un nome, per non
disperderci su tutta la terra».
Ma il Signore scese a vedere la città e la torre che i figli degli
uomini stavano costruendo. Il Signore disse: «Ecco, essi sono
un unico popolo e hanno tutti un’unica lingua; questo è l’inizio della loro opera, e ora quanto avranno in progetto di fare
non sarà loro impossibile. Scendiamo dunque e confondiamo"
311,"9-10-2007




la loro lingua, perché non comprendano più l’uno la lingua
dell’altro».
Il Signore li disperse di là su tutta la terra ed essi cessarono
di costruire la città. Per questo la si chiamò Babele, perché là
il Signore confuse la lingua di tutta la terra e di là il Signore
li disperse su tutta la terra.
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 32 (33)

Su tutti i popoli regna il Signore.
Il Signore annulla i disegni delle nazioni,
rende vani i progetti dei popoli.
Ma il disegno del Signore sussiste per sempre,
i progetti del suo cuore per tutte le generazioni.
Beata la nazione che ha il Signore come Dio,
il popolo che egli ha scelto come sua eredità.
Il Signore guarda dal cielo:
egli vede tutti gli uomini.
Dal trono dove siede
scruta tutti gli abitanti della terra,
lui, che di ognuno ha plasmato il cuore
e ne comprende tutte le opere.
Oppure:
Dal Salmo 103 (104) (vedi pag. 293).
"
312,"9-10-2007



MESSA VESPERTINA NELLA VIGILIA

Oppure:
Il Signore scese sul monte Sinai
davanti a tutto il popolo.

Dal libro dell’Èsodo
19, 3-8a.16-20b

In quei giorni, Mosè salì verso Dio, e il Signore lo

chiamò dal monte, dicendo: «Questo dirai alla casa di
Giacobbe e annuncerai agli Israeliti: “Voi stessi avete
visto ciò che io ho fatto all’Egitto e come ho sollevato
voi su ali di aquile e vi ho fatto venire fino a me. Ora, se darete
ascolto alla mia voce e custodirete la mia alleanza, voi sarete
per me una proprietà particolare tra tutti i popoli; mia infatti è
tutta la terra! Voi sarete per me un regno di sacerdoti e una nazione santa”. Queste parole dirai agli Israeliti».
Mosè andò, convocò gli anziani del popolo e riferì loro tutte queste
parole, come gli aveva ordinato il Signore. Tutto il popolo rispose
insieme e disse: «Quanto il Signore ha detto, noi lo faremo!».
Il terzo giorno, sul far del mattino, vi furono tuoni e lampi, una
nube densa sul monte e un suono fortissimo di corno: tutto il
popolo che era nell’accampamento fu scosso da tremore. Allora
Mosè fece uscire il popolo dall’accampamento incontro a Dio.
Essi stettero in piedi alle falde del monte.
Il monte Sinai era tutto fumante, perché su di esso era sceso il
Signore nel fuoco, e ne saliva il fumo come il fumo di una fornace: tutto il monte tremava molto. Il suono del corno diventava
sempre più intenso: Mosè parlava e Dio gli rispondeva con una
voce. Il Signore scese dunque sul monte Sinai, sulla vetta del
monte, e il Signore chiamò Mosè sulla vetta del monte.
Parola di Dio."
