testo,pagina
"E subito ne uscì sangue e acqua
Era il giorno della Parascève e i Giudei, perché i corpi non ri-
manessero sulla croce durante il sabato – era infatti un giorno
solenne quel sabato –, chiesero a Pilato che fossero spezzate
loro le gambe e fossero portati via. Vennero dunque i soldati e
spezzarono le gambe all’uno e all’altro che erano stati crocifissi
insieme con lui. Venuti però da Gesù, vedendo che era già mor-
to, non gli spezzarono le gambe, ma uno dei soldati con una
lancia gli colpì il fianco, e subito ne uscì sangue e acqua. Chi
ha visto ne dà testimonianza e la sua testimonianza è vera;
egli sa che dice il vero, perché anche voi crediate. Questo infat-
ti avvenne perché si compisse la Scrittura: «Non gli sarà spez-
zato alcun osso». E un altro passo della Scrittura dice ancora:
«Volgeranno lo sguardo a colui che hanno trafitto».
Presero il corpo di Gesù e lo avvolsero con teli insieme ad aromi
Dopo questi fatti Giuseppe di Arimatèa, che era discepolo di
Gesù, ma di nascosto, per timore dei Giudei, chiese a Pilato
di prendere il corpo di Gesù. Pilato lo concesse. Allora egli
andò e prese il corpo di Gesù. Vi andò anche Nicodèmo –
quello che in precedenza era andato da lui di notte – e portò
circa trenta chili di una mistura di mirra e di áloe. Essi prese-
ro allora il corpo di Gesù e lo avvolsero con teli, insieme ad
aromi, come usano fare i Giudei per preparare la sepoltura.
Ora, nel luogo dove era stato crocifisso, vi era un giardino e
nel giardino un sepolcro nuovo, nel quale nessuno era stato
ancora posto. Là dunque, poiché era il giorno della Parascève
dei Giudei e dato che il sepolcro era vicino, posero Gesù.
Parola del Signore.",179
"n principio Dio creò il cielo e la terra. La terra era
informe e deserta e le tenebre ricoprivano l’abisso e
lo spirito di Dio aleggiava sulle acque.
Dio disse: «Sia la luce!». E la luce fu. Dio vide che la luce era
cosa buona e Dio separò la luce dalle tenebre. Dio chiamò la
luce giorno, mentre chiamò le tenebre notte. E fu sera e fu
mattina: giorno primo.
Dio disse: «Sia un firmamento in mezzo alle acque per sepa-
rare le acque dalle acque». Dio fece il firmamento e separò le
acque che sono sotto il firmamento dalle acque che sono so-
pra il firmamento. E così avvenne. Dio chiamò il firmamento
cielo. E fu sera e fu mattina: secondo giorno.
Dio disse: «Le acque che sono sotto il cielo si raccolgano in
un unico luogo e appaia l’asciutto». E così avvenne. Dio
PRIMA LETTURA
Dio vide quanto aveva fatto, 
ed ecco, era cosa molto buona.
Dal libro della Gènesi
1, 1 – 2, 2
DOMENICA DI PASQUA
«RISURREZIONE DEL SIGNORE»
Veglia pasquale
nella Notte Santa
Nella Veglia pasquale vengono proposte nove letture, sette dall’Antico
Testamento e due dal Nuovo. Quando le circostanze lo richiedono, per motivi
pastorali, il numero delle letture può essere ridotto: tre letture dall’Antico
Testamento, e in casi più urgenti soltanto due prima dell’epistola e del
Vangelo; non dovrà mai essere tralasciata la lettura dell’Esodo sul passaggio
del Mar Rosso (terza lettura).
I",180
"chiamò l’asciutto terra, mentre chiamò la massa delle acque
mare. Dio vide che era cosa buona. Dio disse: «La terra pro-
duca germogli, erbe che producono seme e alberi da frutto,
che fanno sulla terra frutto con il seme, ciascuno secondo la
propria specie». E così avvenne. E la terra produsse germogli,
erbe che producono seme, ciascuna secondo la propria specie,
e alberi che fanno ciascuno frutto con il seme, secondo la
propria specie. Dio vide che era cosa buona. E fu sera e fu
mattina: terzo giorno.
Dio disse: «Ci siano fonti di luce nel firmamento del cielo,
per separare il giorno dalla notte; siano segni per le feste,
per i giorni e per gli anni e siano fonti di luce nel firmamen-
to del cielo per illuminare la terra». E così avvenne. E Dio fe-
ce le due fonti di luce grandi: la fonte di luce maggiore per
governare il giorno e la fonte di luce minore per governare la
notte, e le stelle. Dio le pose nel firmamento del cielo per il-
luminare la terra e per governare il giorno e la notte e per se-
parare la luce dalle tenebre. Dio vide che era cosa buona. E fu
sera e fu mattina: quarto giorno.
Dio disse: «Le acque brùlichino di esseri viventi e uccelli vo-
lino sopra la terra, davanti al firmamento del cielo». Dio creò
i grandi mostri marini e tutti gli esseri viventi che guizzano e
brùlicano nelle acque, secondo la loro specie, e tutti gli uc-
celli alati, secondo la loro specie. Dio vide che era cosa buo-
na. Dio li benedisse: «Siate fecondi e moltiplicatevi e riempi-
te le acque dei mari; gli uccelli si moltìplichino sulla terra».
E fu sera e fu mattina: quinto giorno.
Dio disse: «La terra produca esseri viventi secondo la loro
specie: bestiame, rettili e animali selvatici, secondo la loro
specie». E così avvenne. Dio fece gli animali selvatici, secon-",181
"do la loro specie, il bestiame, secondo la propria specie, e
tutti i rettili del suolo, secondo la loro specie. Dio vide che
era cosa buona.
Dio disse: «Facciamo l’uomo a nostra immagine, secondo la
nostra somiglianza: dòmini sui pesci del mare e sugli uccelli
del cielo, sul bestiame, su tutti gli animali selvatici e su tutti
i rettili che strisciano sulla terra».
E Dio creò l’uomo a sua immagine;
a immagine di Dio lo creò: 
maschio e femmina li creò. 
Dio li benedisse e Dio disse loro:
«Siate fecondi e moltiplicatevi,
riempite la terra e soggiogatela,
dominate sui pesci del mare e sugli uccelli del cielo
e su ogni essere vivente che striscia sulla terra».
Dio disse: «Ecco, io vi do ogni erba che produce seme e che è
su tutta la terra, e ogni albero fruttifero che produce seme:
saranno il vostro cibo. A tutti gli animali selvatici, a tutti gli
uccelli del cielo e a tutti gli esseri che strisciano sulla terra e
nei quali è alito di vita, io do in cibo ogni erba verde». E così
avvenne. Dio vide quanto aveva fatto, ed ecco, era cosa molto
buona. E fu sera e fu mattina: sesto giorno.
Così furono portati a compimento il cielo e la terra e tutte le
loro schiere. Dio, nel settimo giorno, portò a compimento il
lavoro che aveva fatto e cessò nel settimo giorno da ogni suo
lavoro che aveva fatto.
Parola di Dio.",182
"n principio Dio creò il cielo e la terra. 
Dio disse: «Facciamo l’uomo a nostra immagine,
secondo la nostra somiglianza: dòmini sui pesci del
mare e sugli uccelli del cielo, sul bestiame, su tutti gli
animali selvatici e su tutti i rettili che strisciano sulla terra».
E Dio creò l’uomo a sua immagine;
a immagine di Dio lo creò: 
maschio e femmina li creò. 
Dio li benedisse e Dio disse loro:
«Siate fecondi e moltiplicatevi,
riempite la terra e soggiogatela,
dominate sui pesci del mare e sugli uccelli del cielo
e su ogni essere vivente che striscia sulla terra».
Dio disse: «Ecco, io vi do ogni erba che produce seme e che è
su tutta la terra, e ogni albero fruttifero che produce seme:
saranno il vostro cibo. A tutti gli animali selvatici, a tutti gli
uccelli del cielo e a tutti gli esseri che strisciano sulla terra e
nei quali è alito di vita, io do in cibo ogni erba verde». E così
avvenne. Dio vide quanto aveva fatto, ed ecco, era cosa molto
buona. 
Parola di Dio.
Forma breve:
Dio vide quanto aveva fatto, 
ed ecco, era cosa molto buona.
Dal libro della Gènesi
1, 1.26-31
I",183
"Manda il tuo Spirito, Signore, a rinnovare la terra.
Benedici il Signore, anima mia!
Sei tanto grande, Signore, mio Dio!
Sei rivestito di maestà e di splendore,
avvolto di luce come di un manto.
Egli fondò la terra sulle sue basi:
non potrà mai vacillare.
Tu l’hai coperta con l’oceano come una veste;
al di sopra dei monti stavano le acque.
Tu mandi nelle valli acque sorgive
perché scorrano tra i monti.
In alto abitano gli uccelli del cielo
e cantano tra le fronde.
Dalle tue dimore tu irrighi i monti,
e con il frutto delle tue opere si sazia la terra.
Tu fai crescere l’erba per il bestiame
e le piante che l’uomo coltiva
per trarre cibo dalla terra.
Quante sono le tue opere, Signore!
Le hai fatte tutte con saggezza;
la terra è piena delle tue creature.
Benedici il Signore, anima mia.
SALMO RESPONSORIALE
Dal Salmo 103 (104)",184
"Dell’amore del Signore è piena la terra.
Retta è la parola del Signore
e fedele ogni sua opera.
Egli ama la giustizia e il diritto;
dell’amore del Signore è piena la terra.
Dalla parola del Signore furono fatti i cieli,
dal soffio della sua bocca ogni loro schiera.
Come in un otre raccoglie le acque del mare,
chiude in riserve gli abissi.
Beata la nazione che ha il Signore come Dio,
il popolo che egli ha scelto come sua eredità.
Il Signore guarda dal cielo:
egli vede tutti gli uomini.
L’anima nostra attende il Signore:
egli è nostro aiuto e nostro scudo.
Su di noi sia il tuo amore, Signore,
come da te noi speriamo.
Oppure:
Dal Salmo 32 (33)",185
"n quei giorni, Dio mise alla prova Abramo e gli disse:
«Abramo!». Rispose: «Eccomi!». Riprese: «Prendi
tuo figlio, il tuo unigenito che ami, Isacco, va’ nel
territorio di Mòria e offrilo in olocausto su di un monte che
io ti indicherò».
Abramo si alzò di buon mattino, sellò l’asino, prese con sé
due servi e il figlio Isacco, spaccò la legna per l’olocausto e si
mise in viaggio verso il luogo che Dio gli aveva indicato. Il
terzo giorno Abramo alzò gli occhi e da lontano vide quel luo-
go. Allora Abramo disse ai suoi servi: «Fermatevi qui con l’a-
sino; io e il ragazzo andremo fin lassù, ci prostreremo e poi
ritorneremo da voi». Abramo prese la legna dell’olocausto e
la caricò sul figlio Isacco, prese in mano il fuoco e il coltello,
poi proseguirono tutti e due insieme. 
Isacco si rivolse al padre Abramo e disse: «Padre mio!». Ri-
spose: «Eccomi, figlio mio». Riprese: «Ecco qui il fuoco e la
legna, ma dov’è l’agnello per l’olocausto?». Abramo rispose:
«Dio stesso si provvederà l’agnello per l’olocausto, figlio
mio!». Proseguirono tutti e due insieme. Così arrivarono al
luogo che Dio gli aveva indicato; qui Abramo costruì l’altare,
collocò la legna, legò suo figlio Isacco e lo depose sull’altare,
sopra la legna. Poi Abramo stese la mano e prese il coltello
per immolare suo figlio. 
SECONDA LETTURA
Il sacrificio di Abramo, nostro padre nella fede.
Dal libro della Gènesi 
22, 1-18
I",186
"Ma l’angelo del Signore lo chiamò dal cielo e gli disse: «Abra-
mo, Abramo!». Rispose: «Eccomi!». L’angelo disse: «Non sten-
dere la mano contro il ragazzo e non fargli niente! Ora so che
tu temi Dio e non mi hai rifiutato tuo figlio, il tuo unigenito». 
Allora Abramo alzò gli occhi e vide un ariete, impigliato con
le corna in un cespuglio. Abramo andò a prendere l’ariete e lo
offrì in olocausto invece del figlio. 
Abramo chiamò quel luogo «Il Signore vede»; perciò oggi si
dice: «Sul monte il Signore si fa vedere». 
L’angelo del Signore chiamò dal cielo Abramo per la seconda
volta e disse: «Giuro per me stesso, oracolo del Signore: per-
ché tu hai fatto questo e non hai risparmiato tuo figlio, il tuo
unigenito, io ti colmerò di benedizioni e renderò molto nu-
merosa la tua discendenza, come le stelle del cielo e come la
sabbia che è sul lido del mare; la tua discendenza si impadro-
nirà delle città dei nemici. Si diranno benedette nella tua di-
scendenza tutte le nazioni della terra, perché tu hai obbedito
alla mia voce».
Parola di Dio.",187
"n quei giorni, Dio mise alla prova Abramo e gli disse:
«Abramo!». Rispose: «Eccomi!». Riprese: «Prendi tuo fi-
glio, il tuo unigenito che ami, Isacco, va’ nel territorio di
Mòria e offrilo in olocausto su di un monte che io ti indicherò».  
Così arrivarono al luogo che Dio gli aveva indicato; qui Abramo co-
struì l’altare, collocò la legna. Poi Abramo stese la mano e prese il
coltello per immolare suo figlio. Ma l’angelo del Signore lo chiamò
dal cielo e gli disse: «Abramo, Abramo!». Rispose: «Eccomi!».
L’angelo disse: «Non stendere la mano contro il ragazzo e non far-
gli niente! Ora so che tu temi Dio e non mi hai rifiutato tuo figlio,
il tuo unigenito». 
Allora Abramo alzò gli occhi e vide un ariete, impigliato con le
corna in un cespuglio. Abramo andò a prendere l’ariete e lo offrì
in olocausto invece del figlio. 
L’angelo del Signore chiamò dal cielo Abramo per la seconda volta
e disse: «Giuro per me stesso, oracolo del Signore: perché tu hai
fatto questo e non hai risparmiato tuo figlio, il tuo unigenito, io
ti colmerò di benedizioni e renderò molto numerosa la tua discen-
denza, come le stelle del cielo e come la sabbia che è sul lido del
mare; la tua discendenza si impadronirà delle città dei nemici. Si
diranno benedette nella tua discendenza tutte le nazioni della ter-
ra, perché tu hai obbedito alla mia voce».
Parola di Dio.
Forma breve:
Il sacrificio di Abramo, nostro padre nella fede.
Dal libro della Gènesi 
22, 1-2.9a.10-13.15-18
I",188
"Proteggimi, o Dio: in te mi rifugio.
Il Signore è mia parte di eredità e mio calice:
nelle tue mani è la mia vita.
Io pongo sempre davanti a me il Signore,
sta alla mia destra, non potrò vacillare.
Per questo gioisce il mio cuore
ed esulta la mia anima;
anche il mio corpo riposa al sicuro,
perché non abbandonerai la mia vita negli inferi,
né lascerai che il tuo fedele veda la fossa.
Mi indicherai il sentiero della vita,
gioia piena alla tua presenza,
dolcezza senza fine alla tua destra.
SALMO RESPONSORIALE
Dal Salmo 15 (16)",189
"n quei giorni, il Signore disse a Mosè: «Perché gridi
verso di me? Ordina agli Israeliti di riprendere il
cammino. Tu intanto alza il bastone, stendi la mano
sul mare e dividilo, perché gli Israeliti entrino nel mare al-
l’asciutto. Ecco, io rendo ostinato il cuore degli Egiziani, co-
sì che entrino dietro di loro e io dimostri la mia gloria sul
faraone e tutto il suo esercito, sui suoi carri e sui suoi cava-
lieri. Gli Egiziani sapranno che io sono il Signore, quando
dimostrerò la mia gloria contro il faraone, i suoi carri e i
suoi cavalieri».
L’angelo di Dio, che precedeva l’accampamento d’Israele, cam-
biò posto e passò indietro. Anche la colonna di nube si mosse
e dal davanti passò dietro. Andò a porsi tra l’accampamento
degli Egiziani e quello d’Israele. La nube era tenebrosa per gli
uni, mentre per gli altri illuminava la notte; così gli uni non
poterono avvicinarsi agli altri durante tutta la notte.
Allora Mosè stese la mano sul mare. E il Signore durante tutta
la notte risospinse il mare con un forte vento d’oriente, ren-
dendolo asciutto; le acque si divisero. Gli Israeliti entrarono
nel mare sull’asciutto, mentre le acque erano per loro un mu-
ro a destra e a sinistra. Gli Egiziani li inseguirono, e tutti i
cavalli del faraone, i suoi carri e i suoi cavalieri entrarono
dietro di loro in mezzo al mare.
Ma alla veglia del mattino il Signore, dalla colonna di fuoco e
TERZA LETTURA
Gli Israeliti camminarono all’asciutto 
in mezzo al mare.
Dal libro dell’Èsodo
14, 15 – 5, 1
I",190
"di nube, gettò uno sguardo sul campo degli Egiziani e lo mise
in rotta. Frenò le ruote dei loro carri, così che a stento riusci-
vano a spingerle. Allora gli Egiziani dissero: «Fuggiamo di
fronte a Israele, perché il Signore combatte per loro contro
gli Egiziani!».
Il Signore disse a Mosè: «Stendi la mano sul mare: le acque si
riversino sugli Egiziani, sui loro carri e i loro cavalieri». Mosè
stese la mano sul mare e il mare, sul far del mattino, tornò al
suo livello consueto, mentre gli Egiziani, fuggendo, gli si di-
rigevano contro. Il Signore li travolse così in mezzo al mare.
Le acque ritornarono e sommersero i carri e i cavalieri di tut-
to l’esercito del faraone, che erano entrati nel mare dietro a
Israele: non ne scampò neppure uno. Invece gli Israeliti ave-
vano camminato sull’asciutto in mezzo al mare, mentre le ac-
que erano per loro un muro a destra e a sinistra.
In quel giorno il Signore salvò Israele dalla mano degli Egi-
ziani, e Israele vide gli Egiziani morti sulla riva del mare;
Israele vide la mano potente con la quale il Signore aveva
agito contro l’Egitto, e il popolo temette il Signore e credette
in lui e in Mosè suo servo.
Allora Mosè e gli Israeliti cantarono questo canto al Signore e
dissero:",191
